,OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
CYCLIST,0.026909093376189276,0.009960085301264757,0.01921880329758463,0.023857692648846733,0.040696626862333315,-0.031117304252629673,-0.0036696948460788774,-0.01450347551069405,0.04813762517543085,0.1584443422273423,-0.13843762104911078,0.010235995558545777,-0.01663987908153906,0.0026703932387944817,-0.06026123359128855,0.10056116930966212,-0.07207362641923158,-0.07526731214048418,-0.3058455200588467,-0.23047004206153177,-0.020505010062265953,-0.07562103320131675,0.05967671400276935,0.06675421336999245,-0.07569661115317024,0.10321522440849429,-0.0178431908579092,-0.05127899013398912,-0.12846882362917134,-0.1259671564064374,-0.14358063815397956,0.532948442864649,0.47999809354095074,0.6050598802305429,-0.26899206998914443,1.0,-0.07390481036355155,-0.09784262783087884,0.01676835964540612,-0.019505378314094827,-0.00046914660335750657,-0.1622069746404733,-0.10921544492759086,-0.10382944809152049,-0.06323146489166812,-0.054345883481836436,-0.05595497403628411,0.13063384242504716,0.03377057669382256,0.16325641529607277,-0.00510509568990842,0.027151025982267617,0.012361646001925311,-0.13670931758544919
AUTOMOBILE,-0.03480905037355401,-0.008761784452463244,-0.01176126907706015,-0.03324309614850369,0.03059821464409235,-0.037219850212753695,-0.0026884293933589834,-0.0023083667588474103,-0.0017667553243440538,-0.0816120077508996,0.08522489260974153,0.0030176132428215777,-0.01981308587931268,0.0246064630609934,0.011034210066649683,-0.06773309153423944,0.007724272460599965,-0.07496970763035991,0.04674360279697209,-0.1403663592513898,-0.042443155925328914,0.04657869278373787,0.10388866887421624,-0.012932008674857956,-0.23582409540342858,0.01697915709103309,0.0028343530672539246,0.033673527074505355,-0.0408706862030974,-0.06408443235717545,-0.05547128410187865,-0.0276148233681048,-0.06494094438042135,-0.05054188997584433,-0.10407207251605154,-0.07390481036355155,1.0,-0.11598440377970076,-0.38425987617855334,-0.42459734042227426,-0.034489033972436946,0.12979273138735534,0.06462565296794638,0.14753749557958146,0.08471088576649638,0.05588165827776006,0.05056573324836089,-0.06498715640928487,-0.013341015175567569,-0.086313560281563,0.001422283113406461,-0.0156497731477523,0.001775640360802444,0.08438668259534027
MOTORCYCLE,0.11320097149354857,0.09816879067859481,0.06737010390181437,0.11369022050357212,0.078969941687042,0.008195123561121925,0.018510405171538305,0.05745338134388128,-0.01877203609736712,-0.0024324113000330516,-0.055571509856179674,0.0008217245635870325,0.06832236866630376,-0.04304368236251359,-0.0945527560979259,0.05298049914595222,-0.10917963808793099,-0.005548575845545908,0.29747970341649704,-0.02926434124240958,-0.07104776735542725,-0.027478265473248716,-0.023990670164840962,0.03485585390326572,0.036657419227084466,0.08647787021521304,0.14571144280082868,0.1759620243118283,-0.11193301443497052,-0.10694620839988545,-0.12307851708257805,-0.05282566861858809,-0.04636750131117605,-0.05941940489112548,-0.22967723663151499,-0.09784262783087884,-0.11598440377970076,1.0,-0.04697953612251002,-0.06129960692182884,-0.00860720572721925,-0.06659767213212729,0.08533857702459773,0.0752867259444429,-0.031035824437046198,-0.041164775856099914,-0.04175175755713228,-0.020568996667462907,-0.01257894570852228,-0.003549357788241234,-0.007113851573110139,-0.01971175932094748,0.0016162250276419718,-0.054918723234604595
TRUCK,-0.0029967432354661766,-0.015123870572612214,-0.004461261942219064,-0.00383684891007642,-0.054775407271144605,0.007173303326534545,0.007517784363728821,-0.017813682333273965,-0.008126716677981137,-0.02149199146617668,-0.020358089251298835,-0.05145456786745462,-0.016486508725397697,0.03293189318679284,-0.017779429495908022,0.07916757022646251,-0.009594171462816773,0.11108748700993491,-0.018288766460508896,0.1857599838272504,0.043747740261838766,-0.03586651120623473,-0.04160210576928658,-0.006741944432902409,0.2863485672083302,0.02758199795914108,-0.004630318536291997,0.0016307197805015964,-0.011495247746139232,-0.020979243687943086,-0.017185366302620048,0.004457579442108524,0.02356501469299707,0.008598401440222612,-0.022362887747622826,0.01676835964540612,-0.38425987617855334,-0.04697953612251002,1.0,-0.018983717250966127,-0.013063080487229269,-0.029395766672715158,-0.003871912544037153,-0.013119195632268286,-0.01535804168719185,-0.03460331260323679,-0.015750132918863888,-0.0002856195959454807,0.01818648190093532,-0.00880628241243965,0.0077065870521500265,-0.009974942233154753,-0.05145410202165326,-0.021433974959312794
TRSN_CITY_VEH,0.012356349830496003,-0.011275461899830948,0.0033913652822860525,0.00816299650940287,-0.030165433782877105,0.06566955534033389,0.02278272736234243,0.011209049537421535,0.04187282991443547,0.05189263709784269,-0.04182283509732211,-0.014030519563537281,0.0018805120197110826,-0.0029421675056076724,0.0023238532395292704,0.03589403370709695,-0.003951242289743663,0.04758788767831468,-0.047870373612995974,0.040700320836102324,0.034450113985356086,-0.021180688466090374,-0.03406691937463485,-0.028080754167178926,0.09936094110102527,-0.045395483432156096,-0.06061740272451077,-0.03054404599175865,-0.017408516958676103,0.011790331064520718,-0.012859333846517246,-0.02017726478354157,-0.010567488206608959,-0.017485019475310233,0.012681616394252446,-0.019505378314094827,-0.42459734042227426,-0.06129960692182884,-0.018983717250966127,1.0,-0.01291356274689308,0.02306101253212424,-0.015619290252100017,-0.06782414134784069,0.005408528916153424,-0.004174828370508032,-0.03449143058639453,0.048883583643561386,0.0073067816248203596,0.0633874724172478,-0.0026645508006547906,0.0024565438018762545,-0.013495075287426486,-0.041733493773579725
EMERG_VEH,0.04724846899839731,0.049694557608328596,0.061142606021287814,0.048333631340553296,0.008408755047848703,-0.01473531553630916,0.019113513382207695,-0.012447425976100546,0.016083924046378286,0.021425868386629316,-0.01924977032534503,-0.0058878049331630294,0.021002987729318464,0.005374246195284021,0.010368836477293456,-0.015005720390338786,0.03945871545566567,-0.01465914563469452,-0.012450899615180143,-4.03503304917309e-06,-0.0031069645778676377,0.005469808504956858,0.01008659138870333,-0.01690760744644392,-0.009237234280769644,-0.009408904624248716,-0.012494158451149616,-0.006737154159208419,-0.012963586601444957,-0.01562787531519451,-0.013671777569502773,-0.00391167128499756,-0.004896080185914801,-0.0013494205826315232,-0.020894619526683183,-0.00046914660335750657,-0.034489033972436946,-0.00860720572721925,-0.013063080487229269,-0.01291356274689308,1.0,0.04163248749266294,0.00010451617522508378,0.011571104468555131,0.014746955567276742,-0.010751693180537585,0.024312776679322412,0.026270833355948233,0.004698331776412202,0.03006263206897165,-0.020792661900905108,0.021106780376574378,-0.005635422525576218,-0.01920198425659782
PASSENGER,0.031704125440700885,0.07990859880809548,0.05688020807143073,0.03237612723992884,-0.0024827945785725124,0.011167794711572449,-0.006893824102654511,0.060989719809665346,-0.03247139874448679,-0.058716370412467744,0.06816273535963671,0.014976235681378593,0.06484589567927938,0.02886131869013235,-0.02956182459658128,-0.08537609725614109,-0.026961682924036442,-0.004005120206366569,0.1113654297750838,0.09523075333244542,-0.1456576551304017,0.18478484559544076,-0.028819427885184587,-0.2729056497677038,-0.047814438188828544,-0.13920855815007893,-0.10984939738176824,-0.12074689143472248,-0.2247780970717423,-0.21372984601925987,-0.24507529250776222,-0.10482852787624937,-0.09634556609958235,-0.12152300909399384,-0.3538718751192918,-0.1622069746404733,0.12979273138735534,-0.06659767213212729,-0.029395766672715158,0.02306101253212424,0.04163248749266294,1.0,0.18042317635274402,0.13683130711517572,0.13212342843610517,0.08875653775724342,0.011057062590329191,-0.043394511598995926,-0.02544564284248632,-0.05986390532319427,0.0013810547916923925,0.0037980250586501113,0.014040400747010476,0.06783710509203941
SPEEDING,0.04347546850687594,0.058987802903161385,0.024337476876611242,0.048025870187803535,-0.06844554760997537,-0.016199910600615434,-0.008236400013833016,0.05511321489273851,-0.06463281537221394,-0.04411131784018896,0.017458934939665282,-0.005947667047564033,0.07289867399587323,-0.0965380121582503,0.009357179305536041,-0.14361158701561821,-0.011868587743659354,0.0901535790037198,0.05620965909325787,-0.0061781370022321366,-0.0746528917381742,0.08934848555782635,-0.017749251397710816,-0.059883737552558,-0.01892970237262854,-0.049007570894532566,0.08311721869600167,0.029268597226730596,-0.12251851346189589,-0.10395412938400898,-0.12366787101896962,-0.06433973219947085,-0.05913082273113019,-0.0699610519196738,-0.2154649887970542,-0.10921544492759086,0.06462565296794638,0.08533857702459773,-0.003871912544037153,-0.015619290252100017,0.00010451617522508378,0.18042317635274402,1.0,0.3917578169103541,0.008124154343233662,0.16770883560677774,-0.0038700568823709135,-0.007427408942232742,-0.025055506648490843,-0.02615559442293803,5.92889594752238e-05,-0.0037817636587777485,-0.006257902334916882,0.017156023942250954
AG_DRIV,0.0319730493974235,0.04003841097390149,0.03779335953929295,0.03151923587015445,-0.027406083146868432,0.036275998305278855,0.047887520226108087,-0.0369204401296924,-0.001148097011632204,-0.06400102263294276,0.061795634320219894,-0.005370712440088239,-0.04644832275731922,0.19427135481997268,-0.017946971232401705,-0.003868164228802588,-0.010535884698041386,-0.03313267410660929,0.019562005656278525,-0.02819287868742567,-0.044053374604401695,0.07770192255006843,-0.0544731600596945,-0.03066923256540278,-0.03574914171517808,0.0917263181897489,-0.02919882023968867,0.049200584625936204,-0.014679096259786412,-0.1586410122923978,-0.07256925595637766,-0.0365553761164813,-0.08282158645341903,-0.06307623810133989,-0.1730505678687664,-0.10382944809152049,0.14753749557958146,0.0752867259444429,-0.013119195632268286,-0.06782414134784069,0.011571104468555131,0.13683130711517572,0.3917578169103541,1.0,0.2900565680352125,0.06878151734677822,-0.07495612252063658,-0.04725492145569684,-0.003899851357614468,-0.05535207558954514,-0.003527121597889111,0.002084218649877206,-0.006316028230928722,0.06100296445731628
REDLIGHT,-0.027347871580928638,-0.01447479400004653,0.011003190998511199,-0.02533844477656132,-0.05268199227610043,0.06640527244586804,0.05469933675478299,-0.08835127597382272,0.04618183693595951,-0.04015799254157442,0.06025274740658455,0.008771418898958758,-0.07026436900384367,0.3345421780797587,-0.029143084157220923,0.006601577240488325,-0.016016008025057128,-0.006218656149109895,-0.19027440296316553,-0.019015566589121024,-0.019818307551535644,0.08266461379210573,-0.014905988464776728,-0.043787178250183655,-0.027212966988599978,-0.035971436664305224,-0.12312582204657435,0.028880765077169895,-0.06873140239694668,-0.0843976416053133,-0.07806496456712371,-0.026229662085597474,-0.04015238515783822,-0.041998733256115146,-0.1426515896493528,-0.06323146489166812,0.08471088576649638,-0.031035824437046198,-0.01535804168719185,0.005408528916153424,0.014746955567276742,0.13212342843610517,0.008124154343233662,0.2900565680352125,1.0,0.021484883762030844,-0.008462619733485471,-0.06931164740317913,0.014533736207352353,-0.05348313770131661,0.0005502778977144416,0.015434657473724347,0.007942907890922992,0.05983268299374127
ALCOHOL,-0.04942031751789359,-0.03861394676799912,-0.02578506734316678,-0.04723492752571179,-0.08547271710104064,-0.022424068048403793,0.010340401762659091,0.0036458457263178323,-0.04624143046086179,-0.010070588873403842,-0.002919256445884982,-0.00013290969240170039,-0.014351811240929456,-0.05412508429621598,-0.0016629757476604558,-0.17465657006658736,0.005470572046338282,0.028595931853744934,0.0027273451702281757,0.01199191438415104,-0.03819710483845111,0.07032410248702493,0.011278978312069936,-0.03909933687199205,0.005981481155712763,-0.04964605749400063,0.025244659307610804,-0.10516588681114238,-0.04838036673210735,-0.03651200172906019,-0.04489599764172172,-0.03084627433188621,-0.032064099555422575,-0.03645157486597688,-0.08282670458833284,-0.054345883481836436,0.05588165827776006,-0.041164775856099914,-0.03460331260323679,-0.004174828370508032,-0.010751693180537585,0.08875653775724342,0.16770883560677774,0.06878151734677822,0.021484883762030844,1.0,-0.034511764076998734,-0.0231748892719258,0.0033966911623361613,-0.01912440427526338,0.012436382452016765,-0.00844969283697987,-9.754684734705575e-05,-0.0028513564523507933
DISABILITY,-0.037318345455081475,-0.029496381256572602,-0.02779056788075011,-0.037805808777675885,-0.008617547759520361,0.017435443269943316,0.006300323912516437,0.0010907845615089045,-0.002962394066051957,-0.017890378437778444,0.020537323188432155,0.004314486073390369,-0.005125893238945324,-0.024117936285212808,-0.021754969949933683,0.0559740642517534,-0.02516851032302268,-0.007149225654207347,0.018727729225096326,-0.025543569417834228,0.05596536745779521,0.029466300056596062,0.002148115006284939,-0.01793547443078231,-0.00556824754289417,0.0037699068938260387,0.07325789502053061,0.029143130196949467,-0.05385492415307498,-0.049712163742338604,-0.05744003379470321,-0.02982111628316921,-0.026858280861549705,-0.03385610988869719,-0.10125224736853036,-0.05595497403628411,0.05056573324836089,-0.04175175755713228,-0.015750132918863888,-0.03449143058639453,0.024312776679322412,0.011057062590329191,-0.0038700568823709135,-0.07495612252063658,-0.008462619733485471,-0.034511764076998734,1.0,-0.014215342334911936,0.00041891473753049885,-0.034422215489255635,-0.00026289246015002255,0.022305076468712874,0.004042145295100339,0.020420302583625583
HOOD_158,-0.03028783379202586,-0.026996871640735904,-0.016820914177595177,-0.030106822061527923,-0.015338089641249041,-0.0524647065516333,-0.006931584784113304,0.004960861132579686,0.02504268009416906,0.3011134304974484,-0.33292596531402924,-0.12074540975592765,-0.019804362378349386,-0.05533571968589622,0.018993343373497066,0.005924013539162466,0.02598584106263431,-0.02569642603635483,-0.03770886224405709,-0.010248131871825938,0.01758487403041925,-0.046939331907869176,-0.051572291851254226,0.00952707389948443,0.02054522098532616,-0.0003452381031520636,0.0013900895137392568,-0.020415944627761324,0.003943189013698954,0.016056972196263467,0.0036757524608257586,0.06317486337019801,0.06326837834141821,0.08236573098468936,0.020866441833250836,0.13063384242504716,-0.06498715640928487,-0.020568996667462907,-0.0002856195959454807,0.048883583643561386,0.026270833355948233,-0.043394511598995926,-0.007427408942232742,-0.04725492145569684,-0.06931164740317913,-0.0231748892719258,-0.014215342334911936,1.0,-0.02103218678638977,0.8633070085103867,-0.0454082905544875,0.06480690708088255,-0.11642057799196721,-0.33267033610541535
NEIGHBOURHOOD_158,-0.03842574803231017,-0.043513128557966754,-0.00972848156784923,-0.03994934398528773,-0.0358967064687779,0.07030042759708155,0.0352554995605289,-0.030863521146636555,0.004980791482821943,0.026255510047383256,-0.06689981942300266,-0.10209734288353936,-0.02391888338179772,0.012443198196921771,-0.007179111735472711,-0.00972409350691832,0.015941538904536832,0.005531348040178386,-0.013366807083243065,0.00791611745277095,-0.0017274440733613778,-0.007496706186729448,0.041166048728039015,-0.006652235361381205,0.02427251522704715,-0.01579388310066524,-0.01611296665763533,-0.013430454293233189,-0.013886009515317075,0.005540705356779895,-0.0014881199241045732,0.01225673975598741,0.016217929902170778,0.01879823538065111,0.004074090812405883,0.03377057669382256,-0.013341015175567569,-0.01257894570852228,0.01818648190093532,0.0073067816248203596,0.004698331776412202,-0.02544564284248632,-0.025055506648490843,-0.003899851357614468,0.014533736207352353,0.0033966911623361613,0.00041891473753049885,-0.02103218678638977,1.0,0.015453001814781315,0.8204836481084433,0.02662882021273777,-0.1016947204968828,-0.06870034666055522
HOOD_140,-0.024743612108260656,-0.032144589091959705,-0.02283972121974184,-0.025179765655344816,-0.014427161518657547,-0.02452456467975899,0.012026366199639663,0.0050947536058025085,0.04641348683709004,0.4756117809817045,-0.45656842672921205,-0.061944487774887015,-0.018426037110156016,-0.026676627381325677,-0.00017580047496941112,0.0038016885813557627,0.007017545007346937,-0.050771469167468705,-0.05373482093987357,-0.008810942210387652,0.003537752311377492,-0.04821188030890383,-0.05630406513404532,0.013352898540288833,0.019763841418179676,-0.004253045441159296,-0.005222891500828359,-0.028396652059692985,0.0059268163766192875,0.021967027035865044,0.007950548443355465,0.07730834410278234,0.06965250808464891,0.10047156938750408,0.026025647142393093,0.16325641529607277,-0.086313560281563,-0.003549357788241234,-0.00880628241243965,0.0633874724172478,0.03006263206897165,-0.05986390532319427,-0.02615559442293803,-0.05535207558954514,-0.05348313770131661,-0.01912440427526338,-0.034422215489255635,0.8633070085103867,0.015453001814781315,1.0,-0.04028060704736084,0.08701171371027833,-0.055453227430730154,-0.4534526140974297
NEIGHBOURHOOD_140,-0.028971533387612124,-0.028166110096854602,0.005083409729828209,-0.02885940151051685,-0.02968662721588788,0.06673870993778044,0.01899577410420965,-0.00811543813710944,0.005053148962952326,-0.018994931570968134,0.011766503485390498,-0.05438570719244842,-0.010737065091915812,0.009631068467672206,-0.009543477385287782,-0.02484336846376277,0.003649085074604485,0.013643148946519364,0.020713518432641992,0.0074324870308863245,-0.014821810411134792,0.006934639410717885,0.05771205216635466,-0.01664882009280269,0.014252991182038216,-0.016319750522492592,-0.010069986712169824,-0.005112072842043603,-0.023043800193892943,-0.004259433052175185,-0.01081400239046453,-0.0011305323029625527,-0.0028201688653952876,-0.000984134690332002,-0.019351443031018378,-0.00510509568990842,0.001422283113406461,-0.007113851573110139,0.0077065870521500265,-0.0026645508006547906,-0.020792661900905108,0.0013810547916923925,5.92889594752238e-05,-0.003527121597889111,0.0005502778977144416,0.012436382452016765,-0.00026289246015002255,-0.0454082905544875,0.8204836481084433,-0.04028060704736084,1.0,-0.011612028542823099,-0.0548827723136064,0.010350819007509069
DIVISION,-0.01321776289166267,-0.022041735950932985,-0.014174265397849392,-0.014916362671183427,0.025586163259137863,0.022476696452822215,0.0035203423762640053,-0.018523693147161478,0.014791547082919463,0.3878210058992448,0.20406444833321258,0.5896469126314868,-0.007130996115053443,0.010726183954970542,-0.002313239572858173,0.010127824353765257,0.0028206116310958464,0.007244666139027453,-0.0371256224392157,0.012488364962161951,-0.003789985839084577,-0.00812496921049867,0.004675299384562373,-0.013072485020568006,0.007431337887411449,-0.020938476649975495,-0.010635834998549896,-0.0264380896139382,0.006334815008845222,0.002962702485030665,0.014677434814326408,0.0028260746628784397,-0.0006003658366420931,0.009959311099819106,0.02871481443287671,0.027151025982267617,-0.0156497731477523,-0.01971175932094748,-0.009974942233154753,0.0024565438018762545,0.021106780376574378,0.0037980250586501113,-0.0037817636587777485,0.002084218649877206,0.015434657473724347,-0.00844969283697987,0.022305076468712874,0.06480690708088255,0.02662882021273777,0.08701171371027833,-0.011612028542823099,1.0,0.5905019814660208,0.21685862393219268
x,0.0055066029072904235,0.0015928166669192095,-0.014192480816021067,0.0026534890255834444,0.009856024971664571,0.018177958562929353,-0.02648079293942546,-0.011028870352899154,0.056344429959270026,0.5422355371088636,0.40863527302349545,0.9999128113748297,0.00017086051240210217,0.002771057531492101,0.012649674247970807,0.008665796636110754,0.022231893231537382,0.021395253484906944,-0.01143021058291859,0.0011245629071162172,-0.011980202863535456,-0.005782425415906774,0.08220702802660046,-0.005862494320465012,-0.02586583948002184,-0.013991631404018972,-0.010655802233670388,-0.021410936259871245,0.013374338480013985,0.005825917105516138,0.016344988315908464,0.0036531645342155156,-0.007362144862638197,0.00167671591571564,0.031179561810454164,0.012361646001925311,0.001775640360802444,0.0016162250276419718,-0.05145410202165326,-0.013495075287426486,-0.005635422525576218,0.014040400747010476,-0.006257902334916882,-0.006316028230928722,0.007942907890922992,-9.754684734705575e-05,0.004042145295100339,-0.11642057799196721,-0.1016947204968828,-0.055453227430730154,-0.0548827723136064,0.5905019814660208,1.0,0.4297289747967598
y,-0.003226175854813734,0.01492910576832194,0.004389523843557866,-0.005228982869210498,0.0327664521441074,0.07905217940880747,-0.0031609212439800156,-0.03515935483615717,-0.015554777611407342,-0.17909894795926606,0.9997296669839153,0.44159037282329755,-0.0017704916879241848,0.06146427611650432,0.01795468814479591,0.006954878918766162,0.030802642197255366,0.058769934354742294,0.028361584762318388,0.005470941531146002,0.005241956433074431,0.05022304507224711,0.050648783298055125,-0.024358838680690918,-0.03661640251629971,-0.00158337138463959,-0.010094118959162597,0.011470186096523803,0.013182719154885784,-0.012573607911519721,0.012014829603565393,-0.06291611043795313,-0.06647444189676872,-0.08389305703093863,0.00812767762857097,-0.13670931758544919,0.08438668259534027,-0.054918723234604595,-0.021433974959312794,-0.041733493773579725,-0.01920198425659782,0.06783710509203941,0.017156023942250954,0.06100296445731628,0.05983268299374127,-0.0028513564523507933,0.020420302583625583,-0.33267033610541535,-0.06870034666055522,-0.4534526140974297,0.010350819007509069,0.21685862393219268,0.4297289747967598,1.0
