,OBJECTID,INDEX,ACCNUM,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y,YEAR,MONTH,DAY,WEEKDAY
INVTYPE,-0.12255814259472816,-0.13453637560966372,-0.0962494917710654,-0.026461457201852716,0.011341386755631485,-0.0005476579099033751,0.06892963095031074,-0.010446687541041956,-0.0013963303672756427,0.0034787530968510274,-0.00012040980104944147,0.042316088486459146,-0.007305712219365788,0.02945108760785336,-0.03926749657417207,0.02998236955539667,-0.05946177168424993,0.0256405495916957,1.0,0.33161708423473407,-0.07832474378279329,0.02179640538957688,-0.040421111022919634,0.7276129635163656,-0.06172907656880475,0.6043600452662428,0.5598755541517011,0.3571581948265229,-0.23357268396281852,-0.3374115117167315,0.21960402297650414,0.23633395854036793,0.2286670114953585,0.2007827254225212,-0.2251344095624293,-0.14045806477541364,-0.02962808946473311,0.18430718397675186,0.04204512204359007,-0.0007493828003230874,0.08840788968705272,-0.006569805918157811,-0.029238635539537858,-0.01898672964470295,0.011798125322394715,-0.02448093507814899,0.0031219534546328637,0.007139207608662318,0.0015815202962257136,0.006147717728050742,0.011869122951826383,-0.00015689931148693922,0.0034300157406849624,-0.12217240546000344,-0.012038050387603229,-0.0026739699624805315,-0.0017952027060330505
INVAGE,-0.1665474212324903,-0.20102297831519347,-0.14314089333077745,-0.015182553215529655,-0.00475454201043313,0.005600670862548774,0.11217406993210002,-0.006737792019312517,-0.012248394778997225,0.005269007137597683,-0.012088358486760495,0.0554430615468642,-0.017030285225101624,0.014518021737797234,0.05312203162597599,0.008192181802841446,-0.04612013299785023,-0.025005362356519515,0.33161708423473407,1.0,0.2387525924658547,0.06401632491584548,-0.02491046558903704,0.039084500620532266,0.04839474907005055,0.17033621258156909,0.2036495187680139,-0.006115119734965887,-0.025476545924073286,0.04989612739765904,0.07081110002548364,0.08027218777721778,0.07880621282561853,0.05754765947477398,-0.020361885613826392,-0.042286390687715746,-0.0709020421652918,0.04383825590265491,0.034212361277288265,-0.0030858087963236045,-0.1457099127066214,-0.07469673700827789,-0.04378592976902833,-0.019691983712951885,-0.03810239816924692,0.055801889409694404,-0.02311869703982526,-0.0012503873410484555,-0.004019122709558098,-0.014293053372132476,-0.003971967051077734,-0.012233251804239762,0.004879367085879046,-0.16844765190399935,-0.0020893500197536694,0.00570743173287723,-0.050196437812676235
INJURY,-0.06672183059181062,-0.07728043374507243,-0.04576409676319731,0.017732748441007796,0.0013276279359899573,0.005098724135942509,0.035256409650705825,0.0050174112967044954,0.024278540321368274,-0.022864739699366813,-0.0015533570558287602,0.003364287691192218,0.00690956576517251,0.0005296956889517726,0.01695110729609621,-0.0015792952327474048,0.07464377454507141,-0.013494589955614656,-0.07832474378279329,0.2387525924658547,1.0,-0.08428846074222601,-0.014985881696687386,-0.19317122918588517,0.19272037902727482,-0.271966742805469,-0.18081804466284215,-0.41891568766659437,0.2759915892518092,0.3959999518115576,0.17460332727981806,0.19072443635628838,0.18343700006845665,0.0463028114574387,0.022348833435956162,0.023077275131773465,-0.021244254106356924,0.0301975573256369,0.02508411275463438,0.006869621837349381,0.03174448729965858,-0.03773693219783534,-0.009392102147078458,-0.009096239379974901,-0.02816194993157306,-0.014025103225911576,0.0005702396584506269,0.009283731839973644,0.00605335539622764,0.0011736518366862309,0.0026522022465835368,-0.0012157885357373258,-0.022670112773309374,-0.06731511459222692,-0.0011361451506973006,-0.0007407904063131473,-0.009998300414247735
FATAL_NO,0.12995326797773565,0.16383296165238234,0.0627446157235508,0.048066955476874645,-0.038822976223519684,-0.0007850389517000969,-0.025292793520705816,-0.024222293456804576,0.05083631179851372,0.048891415866503765,0.08230572284074848,-0.008251791921986888,-0.046131080016856875,-0.018514870490035244,-0.003345216906790119,-0.0923468081789875,,0.0017553688160348007,0.02179640538957688,0.06401632491584548,-0.08428846074222601,1.0,-0.03628437710490249,0.09912753288436912,0.008338927295275859,0.02789181558791551,-0.0040927814609797,-0.01986451110800847,0.01750486014515064,0.014560967604089058,-0.04726640104303861,-0.04711541266246278,-0.0424717315310806,0.024289233399816798,0.05957399655939974,0.10414038055996924,-0.024168850758787004,-0.04178885409119153,-0.03421839679198259,0.010070566445513926,-0.02910945211757716,-0.01677864409494637,-0.0539620976883923,-0.015040858521153352,0.01117246742998718,0.005582820679618105,0.02948981330810556,0.04084707859832283,0.09397238606610331,0.05739319589976205,0.005444378724567531,0.08212408024215768,0.05047783032116059,0.05376575089473532,0.8711232168478847,0.05606758752763957,-0.03809054848673287
INITDIR,0.03001717453519968,0.033647881286224944,0.02579368717371726,0.013656510309242052,0.009513349816414133,0.020939662562332585,-0.031889602902723774,0.00876633377236995,0.0005181412820890985,-0.012171201637560788,0.001063513026944931,-0.0004114912752374973,-0.014679529043206218,-0.015092446220514496,-0.004917423129323618,-0.013705518132319839,-0.015503930568202403,-0.008619703943673588,-0.040421111022919634,-0.02491046558903704,-0.014985881696687386,-0.03628437710490249,1.0,-0.013672220392874683,0.012439523297131244,-0.03094068946478525,-0.027598398105909215,0.018320746853464867,0.005695113701516629,-0.03534160356163264,0.0011717643852355848,-0.0012838728516906342,0.005647221823727598,0.04101975587621399,-0.003490614466967445,-0.004207046129958459,-0.014280252782522037,0.008113589258169204,0.009095825874157228,-0.005792917532952979,-0.035671030504763196,-0.011158017904501232,-0.016441726243344428,-0.011877642116234106,-0.0014327280820723369,-0.0032411645123405688,0.0019334640848042402,-0.004241863360719654,0.0035689622418289915,-0.009696334732072705,-0.006200262440436326,0.001245049192135743,-0.01200240452536,0.029667925300155433,0.015941701083276572,-0.006175237594174995,-0.0058665343994829585
VEHTYPE,0.22973503007115,0.26357795386043925,0.19872791402413242,-0.002388751750661203,0.00891291203314634,0.008833368438752334,-0.11386273699383062,-0.002118634467490696,0.006553068981697622,0.00908221194658026,0.012484330458410043,-0.04108123859930815,0.008180028524676352,0.009023628860919211,-0.014315266292091438,0.0134055744120812,-0.08598767089624233,-0.004603573677807425,0.7276129635163656,0.039084500620532266,-0.19317122918588517,0.09912753288436912,-0.013672220392874683,1.0,-0.05547811997752576,0.5223379826654445,0.4960272922899412,0.38634182133747125,-0.26469541206938885,-0.3676170288053201,0.14097923331434123,0.1524818204052441,0.14720448694626112,0.21660789229573518,-0.1657009283853759,-0.1758802107308742,-0.0441439590994318,0.15730263823003682,0.08220561977533518,0.04127923645474945,0.1590635453753194,-0.003762273577122572,-0.02765091226371243,-0.01853226019960373,-0.0055506250493221705,-0.03945822520219897,0.01902864117793075,-0.008566147179216109,0.014572161419788577,-0.010179236813134996,0.008963607837375187,0.0124384484946049,0.009290650768103603,0.22642571817537777,0.004335546648971484,0.001210913346223514,0.01764316708821442
MANOEUVER,0.004922463291425297,-0.002073493280569876,0.014838565942853954,0.02174077663564902,0.021939762045772214,0.003965743041829207,0.03590567174940554,0.003647149230104879,-0.018527299931950143,0.020343373630814454,-0.004489365443470262,-0.14084872453795003,0.1630727030999392,0.0017596932215428935,0.07336944510150151,0.005995818772176683,0.047014960049598584,0.13696187650266567,-0.06172907656880475,0.04839474907005055,0.19272037902727482,0.008338927295275859,0.012439523297131244,-0.05547811997752576,1.0,-0.04955363204645141,-0.10267416520737127,-0.03093239972273685,0.01853315208533398,0.034756867252224,0.08221534351132555,0.10853794681933272,0.09913438320709335,0.0505618482131373,-0.010384954355076949,0.0011772316550594261,0.005084232184272505,0.03950219519065442,-0.017943278752718644,-0.005146568223966151,-0.04815878842760188,-0.06827019526387623,0.104049094081451,-0.051061655005528436,-0.04876252488338732,-0.015214934370039237,-0.006536751010310726,-0.019667335560791213,-0.0009799031229578326,-0.021618497486859213,-0.012273570329303476,-0.004811174176739817,0.01998785272358149,0.004231103596562542,0.00414966600896881,0.008959286191232632,-0.03719327747582083
DRIVACT,-0.06062009706493913,-0.06502090956345895,-0.05231058483071139,-0.030522482799454447,-0.0329008580850174,-0.004969547283284207,0.012755467599132118,-0.021477812734929644,0.041984411871223815,-0.02592798535451034,0.016395632466683508,0.08966228232716933,-0.08894213423924927,0.026002790019776557,-0.055380390313825065,0.01714306267744939,-0.018394204142646125,-0.041321365652268696,0.6043600452662428,0.17033621258156909,-0.271966742805469,0.02789181558791551,-0.03094068946478525,0.5223379826654445,-0.04955363204645141,1.0,0.514916543279235,0.31860238327238477,-0.2076257169659242,-0.3007583439703088,-0.1416138311465656,-0.1526417639092104,-0.14758065937131493,0.08592313266421253,0.05908501514254209,-0.059435510397723185,-0.11773418435581799,-0.001982740236482586,-0.0013493235427866836,0.006741706114641652,0.07531516294801466,0.01611279579803984,-0.12609674792713857,-0.14806218940787197,0.034463354399712716,0.012011390992424103,0.0162906272135909,0.004520606075248963,0.015857854202718426,-0.0018554584017470247,0.023238550832495167,0.016886276398537733,-0.0252362601299808,-0.06095894044177246,-0.0024095741302225613,0.010475224676123553,0.023326374292279014
DRIVCOND,-0.04789340691823196,-0.055134194729212486,-0.033845138052079164,0.027516087097978092,0.006826110788358453,-0.00990216575375652,0.037140549503882535,0.006156166410780702,0.03082970631170102,-0.011159154469122034,0.005872873180318656,0.022104823002358838,-0.0015277630040675886,0.023107937672059896,0.0018836374841123646,0.016565073572918223,-0.04355867872115695,-0.07651840952983961,0.5598755541517011,0.2036495187680139,-0.18081804466284215,-0.0040927814609797,-0.027598398105909215,0.4960272922899412,-0.10267416520737127,0.514916543279235,1.0,0.29022707689083954,-0.1892546292947197,-0.2741467180808663,-0.1290835909361217,-0.13913575286182253,-0.13452246373204624,0.13153966105736653,0.040460834087742065,-0.05592246666285725,-0.10525456281317361,0.01070951107705101,0.03608094552559667,0.008973498079700333,0.07246534089129619,-0.04870392797763151,-0.09647009933254856,-0.023412864205498644,-0.23493506859208002,-0.039878245360477134,0.009758235586743848,0.011224863204904246,0.01511961882733328,0.005734851206330596,0.0077519968187600465,0.006090958231978675,-0.010911749172357264,-0.04734221415632292,0.005628780092577735,-0.007223703824073342,-0.0033153628736636836
PEDTYPE,0.04017459660872744,0.03431486857797459,0.005849363915611455,0.02159695692766879,0.03796819619953033,-0.005380772079290045,0.03548225835567385,-0.025182337844697176,0.008284609271651443,0.012870868282952166,0.013127011264634081,-0.12386713743601915,0.1408447552211019,0.06531401105912356,0.009733620301343875,0.06878763860617455,-0.03024157133300406,-0.08150855532725243,0.3571581948265229,-0.006115119734965887,-0.41891568766659437,-0.01986451110800847,0.018320746853464867,0.38634182133747125,-0.03093239972273685,0.31860238327238477,0.29022707689083954,1.0,-0.6963279676813728,-0.6627059189152942,0.06832645254414438,0.07364725714681797,0.07120535358252912,0.47519792659458276,-0.1284080805552133,-0.04069831678111143,-0.11188012476550527,-0.011475019273327999,-0.017526304041030977,-0.012957029722947185,-0.22482949481540526,-0.12249288081254904,-0.014723696067324118,-0.06869183061132648,-0.04835358439389855,-0.053753297401758944,0.01607751138536223,-0.013461416939014245,0.0201724073461114,-0.022625770032169885,0.006269009072263059,0.013040495482343359,0.01302173829266257,0.03752339662185036,0.017644679295759472,0.007578041992397572,-0.042307856711944675
PEDACT,-0.0455196574006543,-0.04257253845143132,-0.016007206011195273,-0.027028065928210207,-0.040967210570506486,0.004097391558811038,-0.03253663857938728,0.003089283736899813,-0.006205584936095413,-0.027418574744687386,-0.020897001854070153,0.1478814282338631,-0.167382141720637,-0.05290806238610295,-0.0076798183342620206,-0.05474677729508044,0.028402364471061103,0.05284833176942047,-0.23357268396281852,-0.025476545924073286,0.2759915892518092,0.01750486014515064,0.005695113701516629,-0.26469541206938885,0.01853315208533398,-0.2076257169659242,-0.1892546292947197,-0.6963279676813728,1.0,0.3884262277946488,-0.04442604055846673,-0.04788564181508627,-0.04629790964478433,-0.3089749514882399,0.08184041838819617,0.008980979904223774,0.07332421654007211,0.009311726978092794,0.03327874009423515,0.0035699843804372585,0.14707938374017457,0.08251464539047712,-0.07033692481140359,0.02577353670243628,0.03253581310409772,0.03650226829869114,-0.009354116478932467,0.006557736058422287,-0.017837331081405946,0.012976100405713148,-0.01721675447864587,-0.02064006504003171,-0.02762966470850183,-0.04479194588373341,-0.008774093747824984,-0.005708948453651778,0.03494580858234067
PEDCOND,-0.03553523454101936,-0.036032764092264184,-0.0007089332125693446,-0.015561532044140436,-0.003217691495157093,0.0026017762871890435,0.022442165342161324,0.020708436735491317,-0.022892457032360255,0.018873967325795177,-0.005883058719077872,-0.002497417281586243,0.019750170505093905,-0.05319268180073482,0.04258742504062005,-0.054375676802768336,0.006631347184357923,0.07663801300914154,-0.3374115117167315,0.04989612739765904,0.3959999518115576,0.014560967604089058,-0.03534160356163264,-0.3676170288053201,0.034756867252224,-0.3007583439703088,-0.2741467180808663,-0.6627059189152942,0.3884262277946488,1.0,-0.06435379288643413,-0.06936523347261718,-0.06706530788928086,-0.44756880841096397,0.11821255655316332,0.04832650873247208,0.10243074890116867,0.029548160630760753,-0.006085355796178058,0.014208239451164407,0.20969599660578628,0.11354464922716148,0.13228552082920791,0.07880172000918712,0.04183683532473928,0.05209975929998603,-0.01744793409809992,-0.006334807404010652,-0.023232082596373528,0.006699203020058275,-0.0026586483260477196,-0.006215670147597458,0.0185446378468978,-0.03384545530868685,-0.011676035995246654,0.00026731433006863523,0.015512756818339976
CYCLISTYPE,-0.014345836533027657,-0.00884041325818529,-0.005444664548517796,-0.01835345935109868,0.020405103393265837,-0.004247903928786707,0.011792493280736628,-0.0060632378012597105,-0.08456051664245436,0.08266196299232959,-0.0020445052633288356,-0.003972356525699274,0.0210979319077467,0.03195905568561835,-0.04714882516474969,0.038411009734990516,-0.04364052182989825,0.16543072192658131,0.21960402297650414,0.07081110002548364,0.17460332727981806,-0.04726640104303861,0.0011717643852355848,0.14097923331434123,0.08221534351132555,-0.1416138311465656,-0.1290835909361217,0.06832645254414438,-0.04442604055846673,-0.06435379288643413,1.0,0.6749841889797683,0.7248196407978714,0.13315073135800953,-0.5088413157556353,0.058529240117160326,0.04909993268787955,-0.0015110038502856075,0.008312781919722718,-0.0036397261642068107,0.1045230118306191,0.05769692344517084,0.08219467425718334,0.04724647800354117,0.03135778052021506,0.028415200414847398,-0.025084590628351274,-0.017720499591561217,-0.01142738879368424,0.004825371628131125,-0.01415829236248368,-0.0032844726175560632,0.0817281681708388,-0.011739222165735762,-0.0209162129972988,-0.01399353304661701,0.015257102846561616
CYCACT,-0.02879161451765248,-0.02251105985240146,-0.020594596056762317,-0.02173017811939331,0.012177934126652,-0.0012928302976666691,-0.0016408346181703863,-0.0070454407355026415,-0.09044179155937104,0.0764591179632446,-0.009276099982318025,0.035793923872128555,-0.006033372265440915,0.03522381552766805,-0.05718489010104625,0.04094976831149464,-0.04792342623776063,0.17982347824793724,0.23633395854036793,0.08027218777721778,0.19072443635628838,-0.04711541266246278,-0.0012838728516906342,0.1524818204052441,0.10853794681933272,-0.1526417639092104,-0.13913575286182253,0.07364725714681797,-0.04788564181508627,-0.06936523347261718,0.6749841889797683,1.0,0.7536110933126711,0.14470104056374472,-0.5484664552746732,0.028752439355246257,0.05411353988619662,0.006659341699017917,0.017226865712777924,-0.002979906835335622,0.10904387887668243,0.06334982166589881,0.038953128469350534,0.034247544008842105,0.032030604641839995,0.030627985120089265,-0.03271928336321301,-0.01587905091852403,-0.020786632369927324,-0.00015844848905729073,-0.015313655845952512,-0.010473183182972079,0.07541390837505085,-0.02586346704835313,-0.023963499412073114,-0.01129680997970061,0.017039637600736263
CYCCOND,-0.026612328576817914,-0.022477726929259197,-0.017893826014900402,-0.020545998930763167,0.015475089304433424,-0.0024770097896449584,0.012501830261831584,0.002846173114882164,-0.07822660147613467,0.07105308433606916,-0.005357704273646892,0.030422858334327396,-0.0009417208939287223,0.03794514651565224,-0.04579316643389641,0.042923889038106046,-0.05485873449301943,0.17566507232700748,0.2286670114953585,0.07880621282561853,0.18343700006845665,-0.0424717315310806,0.005647221823727598,0.14720448694626112,0.09913438320709335,-0.14758065937131493,-0.13452246373204624,0.07120535358252912,-0.04629790964478433,-0.06706530788928086,0.7248196407978714,0.7536110933126711,1.0,0.1436686936367943,-0.5302810910952777,0.04792729444992275,0.05131581854969695,0.0023930677485997443,0.012163384848343712,-0.002706953502711185,0.10315810412684279,0.06513536966556102,0.06842859110228494,0.039642485536994405,0.03527601986057436,0.029612460728152597,-0.02137592112135055,-0.014480183379784222,-0.016879100398867388,0.005285488313397683,-0.004816676286080759,-0.006445301975735366,0.07015944416193666,-0.0232053559744559,-0.023037367238677102,-0.014294141571793458,0.014255644499876843
PEDESTRIAN,0.035912602299309995,0.021027701128122692,-0.004087284462838568,0.03436689081284706,0.016503314620663175,-0.001755377787900518,0.024109848372447444,-0.0381262112516945,0.04821143528588243,0.007189454907892158,0.030400126736379502,-0.03246174094657943,0.02823083080498454,0.10373012076687865,-0.030230680328024128,0.11110467660002252,-0.09918116031773372,-0.17130959448097693,0.2007827254225212,0.05754765947477398,0.0463028114574387,0.024289233399816798,0.04101975587621399,0.21660789229573518,0.0505618482131373,0.08592313266421253,0.13153966105736653,0.47519792659458276,-0.3089749514882399,-0.44756880841096397,0.13315073135800953,0.14470104056374472,0.1436686936367943,1.0,-0.26889181643391213,-0.10401336158156285,-0.2295960433568986,-0.022382158891953434,0.012794658289877286,-0.020890797240317536,-0.3541823780417316,-0.21548722440946738,-0.17327240212610254,-0.14261434674405543,-0.08281108890707421,-0.10104874807535674,0.03252370864876539,0.005054265541674584,0.04541957535375426,-0.01854270742601816,0.028562253122203226,0.030539448085593564,0.007805017511325208,0.03269350509851556,0.030685958999584456,0.0033145045682110943,-0.06678647436924251
CYCLIST,0.026429285436823508,0.009612575692162676,0.01890209523809254,0.04051819329981705,-0.030678843771735544,0.0034660608084212674,0.0027263661741352267,0.011652461397483958,0.15674625225647756,-0.13855283926320744,0.010213619930051532,-0.0485301782406964,0.004232824983438338,-0.06162232663271278,0.10029660909227082,-0.07309896517398917,0.0751334868758582,-0.3069828147157386,-0.2251344095624293,-0.020361885613826392,0.022348833435956162,0.05957399655939974,-0.003490614466967445,-0.1657009283853759,-0.010384954355076949,0.05908501514254209,0.040460834087742065,-0.1284080805552133,0.08184041838819617,0.11821255655316332,-0.5088413157556353,-0.5484664552746732,-0.5302810910952777,-0.26889181643391213,1.0,-0.07366668574716016,-0.09773732457586246,0.01684570635068648,-0.019696918256562553,-0.00045348895622771733,-0.162111202357315,-0.10911145778579472,-0.10356459363393002,-0.06313306806934932,-0.05427714946221414,-0.055842950513264905,0.044556743707789434,0.03388788250738771,0.031080041616828244,-0.004919210541450867,0.027195304788005616,0.012341025989695236,-0.136824394296088,0.021140825991907745,0.04084653554020737,0.01716325983803928,-0.026715237174369022
AUTOMOBILE,-0.03545434470339454,-0.009248119424257255,-0.012649184366905509,0.030140167480682312,-0.03632661494431483,-0.000976638779733119,0.02180573472800564,0.007348798944361718,-0.08004396988718741,0.08542961936061796,0.0031394358514424993,-0.03267826984387088,0.02602200392587405,0.009525856023174472,-0.0695447948846837,0.007862603597792176,0.07470054448733746,0.04701250708730632,-0.14045806477541364,-0.042286390687715746,0.023077275131773465,0.10414038055996924,-0.004207046129958459,-0.1758802107308742,0.0011772316550594261,-0.059435510397723185,-0.05592246666285725,-0.04069831678111143,0.008980979904223774,0.04832650873247208,0.058529240117160326,0.028752439355246257,0.04792729444992275,-0.10401336158156285,-0.07366668574716016,1.0,-0.11571274477994825,-0.3837153146433413,-0.426111770492747,-0.034428585404346165,0.12939677243478515,0.06477136412397615,0.14787467183746542,0.08475079162180968,0.05591466792322143,0.05052859208759131,-0.039108625524939745,-0.013053643098337694,-0.01912245813834936,0.001634131872759534,-0.01578294512520698,0.0018949446084317579,0.08459308646873083,-0.03409734547483981,-0.00025077637779618596,0.004033556501824085,0.04587092108407245
MOTORCYCLE,0.11267226506828831,0.0977983380203863,0.06705393455799323,0.07878115977184251,0.008540493898621009,0.016060366999275884,-0.04748789190897795,0.007923132136309706,0.016909554676158074,-0.0557254669329842,0.0008059639018175918,-0.01563857049271858,-0.04200466355351246,-0.09352475610524513,0.0527697765285167,-0.10883099128804402,0.005434439375557626,0.299615324111978,-0.02962808946473311,-0.0709020421652918,-0.021244254106356924,-0.024168850758787004,-0.014280252782522037,-0.0441439590994318,0.005084232184272505,-0.11773418435581799,-0.10525456281317361,-0.11188012476550527,0.07332421654007211,0.10243074890116867,0.04909993268787955,0.05411353988619662,0.05131581854969695,-0.2295960433568986,-0.09773732457586246,-0.11571274477994825,1.0,-0.046904241195945245,-0.06140047142517909,-0.008592550569999795,-0.06655067318649886,0.0853821107913432,0.07543995825973024,-0.030948772738751063,-0.04110301175981332,-0.041641261396108256,0.03132567942836554,-0.012437536472576147,0.005244774648588274,-0.0069424407555944865,-0.019653531840448872,0.001602703179707777,-0.055071597873469075,0.11152927085931097,0.03604026420290534,0.0002974667016037373,0.04419977942869199
